[ T-SED ]
    title = microdosimetric_spectra_water_photon_PHITS
     mesh =  reg            # mesh type is region-wise
      reg = 1
  se-type =    3            # se-mesh is log given by emin, emax and ne
     emin =  1.0000000E-02  # minimum value of e-mesh points
     emax =   10000.00      # maximum value of e-mesh points
#    edel =  7.6752836E-02  # mesh width of e-mesh points
       ne =  180            # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           1.00000E-02  1.07978E-02  1.16591E-02  1.25893E-02  1.35936E-02
#           1.46780E-02  1.58489E-02  1.71133E-02  1.84785E-02  1.99526E-02
#           2.15443E-02  2.32631E-02  2.51189E-02  2.71227E-02  2.92864E-02
#           3.16228E-02  3.41455E-02  3.68695E-02  3.98107E-02  4.29866E-02
#           4.64159E-02  5.01187E-02  5.41170E-02  5.84341E-02  6.30957E-02
#           6.81292E-02  7.35642E-02  7.94328E-02  8.57696E-02  9.26119E-02
#           1.00000E-01  1.07978E-01  1.16591E-01  1.25893E-01  1.35936E-01
#           1.46780E-01  1.58489E-01  1.71133E-01  1.84785E-01  1.99526E-01
#           2.15443E-01  2.32631E-01  2.51189E-01  2.71227E-01  2.92864E-01
#           3.16228E-01  3.41455E-01  3.68695E-01  3.98107E-01  4.29866E-01
#           4.64159E-01  5.01187E-01  5.41170E-01  5.84341E-01  6.30957E-01
#           6.81292E-01  7.35642E-01  7.94328E-01  8.57696E-01  9.26119E-01
#           1.00000E+00  1.07978E+00  1.16591E+00  1.25893E+00  1.35936E+00
#           1.46780E+00  1.58489E+00  1.71133E+00  1.84785E+00  1.99526E+00
#           2.15443E+00  2.32631E+00  2.51189E+00  2.71227E+00  2.92864E+00
#           3.16228E+00  3.41455E+00  3.68695E+00  3.98107E+00  4.29866E+00
#           4.64159E+00  5.01187E+00  5.41170E+00  5.84341E+00  6.30957E+00
#           6.81292E+00  7.35642E+00  7.94328E+00  8.57696E+00  9.26119E+00
#           1.00000E+01  1.07978E+01  1.16591E+01  1.25893E+01  1.35936E+01
#           1.46780E+01  1.58489E+01  1.71133E+01  1.84785E+01  1.99526E+01
#           2.15443E+01  2.32631E+01  2.51189E+01  2.71227E+01  2.92864E+01
#           3.16228E+01  3.41455E+01  3.68695E+01  3.98107E+01  4.29866E+01
#           4.64159E+01  5.01187E+01  5.41170E+01  5.84341E+01  6.30957E+01
#           6.81292E+01  7.35642E+01  7.94328E+01  8.57696E+01  9.26119E+01
#           1.00000E+02  1.07978E+02  1.16591E+02  1.25893E+02  1.35936E+02
#           1.46780E+02  1.58489E+02  1.71133E+02  1.84785E+02  1.99526E+02
#           2.15443E+02  2.32631E+02  2.51189E+02  2.71227E+02  2.92864E+02
#           3.16228E+02  3.41455E+02  3.68695E+02  3.98107E+02  4.29866E+02
#           4.64159E+02  5.01187E+02  5.41170E+02  5.84341E+02  6.30957E+02
#           6.81292E+02  7.35642E+02  7.94328E+02  8.57696E+02  9.26119E+02
#           1.00000E+03  1.07978E+03  1.16591E+03  1.25893E+03  1.35936E+03
#           1.46780E+03  1.58489E+03  1.71133E+03  1.84785E+03  1.99526E+03
#           2.15443E+03  2.32631E+03  2.51189E+03  2.71227E+03  2.92864E+03
#           3.16228E+03  3.41455E+03  3.68695E+03  3.98107E+03  4.29866E+03
#           4.64159E+03  5.01187E+03  5.41170E+03  5.84341E+03  6.30957E+03
#           6.81292E+03  7.35642E+03  7.94328E+03  8.57696E+03  9.26119E+03
#           1.00000E+04
  se-unit =    2            # se-unit is [keV/um]
     unit =    8            # unit is z*d(z) [Gy]
    model =    1            # (D=0) Model type 0:old, 1:new
    cdiam = -1.000000       # (D=1.0) diameter of target sphere [um]
   letmat =   -5            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
 material =  all            # (D=all) number of specific material
     axis =  sed            # axis of output
     file = ydy_PMMA.out    # file name of output for the above axis
     part =  all      
# kf/name :  0        
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         183 (  0)           0 (  0)         183 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =      1

x: y [keV/um]  
y: y*d(y) [keV/um]               
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(all     ),hh0l n  
#  sed-lwr      sed-upr        all       r.err 
   1.0000E-02   1.0798E-02   3.1568E-04  0.0684
   1.0798E-02   1.1659E-02   3.7059E-04  0.0682
   1.1659E-02   1.2589E-02   4.3527E-04  0.0679
   1.2589E-02   1.3594E-02   5.1155E-04  0.0677
   1.3594E-02   1.4678E-02   6.0156E-04  0.0674
   1.4678E-02   1.5849E-02   7.0789E-04  0.0671
   1.5849E-02   1.7113E-02   8.3360E-04  0.0667
   1.7113E-02   1.8478E-02   9.8240E-04  0.0664
   1.8478E-02   1.9953E-02   1.1587E-03  0.0660
   1.9953E-02   2.1544E-02   1.3679E-03  0.0656
   2.1544E-02   2.3263E-02   1.6163E-03  0.0652
   2.3263E-02   2.5119E-02   1.9117E-03  0.0647
   2.5119E-02   2.7123E-02   2.2637E-03  0.0643
   2.7123E-02   2.9286E-02   2.6834E-03  0.0638
   2.9286E-02   3.1623E-02   3.1848E-03  0.0632
   3.1623E-02   3.4145E-02   3.7847E-03  0.0627
   3.4145E-02   3.6869E-02   4.5036E-03  0.0621
   3.6869E-02   3.9811E-02   5.3666E-03  0.0615
   3.9811E-02   4.2987E-02   6.4041E-03  0.0608
   4.2987E-02   4.6416E-02   7.6533E-03  0.0602
   4.6416E-02   5.0119E-02   9.1594E-03  0.0595
   5.0119E-02   5.4117E-02   1.0976E-02  0.0588
   5.4117E-02   5.8434E-02   1.3167E-02  0.0581
   5.8434E-02   6.3096E-02   1.5795E-02  0.0575
   6.3096E-02   6.8129E-02   1.8442E-02  0.0580
   6.8129E-02   7.3564E-02   2.1294E-02  0.0591
   7.3564E-02   7.9433E-02   2.4525E-02  0.0603
   7.9433E-02   8.5770E-02   2.8122E-02  0.0619
   8.5770E-02   9.2612E-02   3.1734E-02  0.0645
   9.2612E-02   1.0000E-01   3.5584E-02  0.0676
   1.0000E-01   1.0798E-01   3.9575E-02  0.0716
   1.0798E-01   1.1659E-01   4.3766E-02  0.0763
   1.1659E-01   1.2589E-01   4.8137E-02  0.0821
   1.2589E-01   1.3594E-01   5.2617E-02  0.0890
   1.3594E-01   1.4678E-01   5.7084E-02  0.0975
   1.4678E-01   1.5849E-01   6.1554E-02  0.1079
   1.5849E-01   1.7113E-01   6.5986E-02  0.1204
   1.7113E-01   1.8478E-01   7.0351E-02  0.1354
   1.8478E-01   1.9953E-01   7.4636E-02  0.1535
   1.9953E-01   2.1544E-01   7.8843E-02  0.1752
   2.1544E-01   2.3263E-01   8.2924E-02  0.2011
   2.3263E-01   2.5119E-01   8.7020E-02  0.2314
   2.5119E-01   2.7123E-01   9.1166E-02  0.2656
   2.7123E-01   2.9286E-01   9.3493E-02  0.2946
   2.9286E-01   3.1623E-01   9.4864E-02  0.3232
   3.1623E-01   3.4145E-01   9.5744E-02  0.3527
   3.4145E-01   3.6869E-01   9.6288E-02  0.3826
   3.6869E-01   3.9811E-01   9.6652E-02  0.4118
   3.9811E-01   4.2987E-01   9.6994E-02  0.4389
   4.2987E-01   4.6416E-01   9.7455E-02  0.4624
   4.6416E-01   5.0119E-01   9.8137E-02  0.4807
   5.0119E-01   5.4117E-01   9.8970E-02  0.4935
   5.4117E-01   5.8434E-01   9.9778E-02  0.5008
   5.8434E-01   6.3096E-01   1.0027E-01  0.5040
   6.3096E-01   6.8129E-01   1.0053E-01  0.5027
   6.8129E-01   7.3564E-01   1.0056E-01  0.4974
   7.3564E-01   7.9433E-01   1.0044E-01  0.4888
   7.9433E-01   8.5770E-01   1.0031E-01  0.4778
   8.5770E-01   9.2612E-01   1.0032E-01  0.4659
   9.2612E-01   1.0000E+00   1.0080E-01  0.4545
   1.0000E+00   1.0798E+00   1.0207E-01  0.4445
   1.0798E+00   1.1659E+00   1.0394E-01  0.4355
   1.1659E+00   1.2589E+00   1.0498E-01  0.4235
   1.2589E+00   1.3594E+00   1.0631E-01  0.4117
   1.3594E+00   1.4678E+00   1.0789E-01  0.4007
   1.4678E+00   1.5849E+00   1.1009E-01  0.3894
   1.5849E+00   1.7113E+00   1.1296E-01  0.3772
   1.7113E+00   1.8478E+00   1.1649E-01  0.3638
   1.8478E+00   1.9953E+00   1.2068E-01  0.3489
